Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
0.256,0.0,239.29,1.0,0,0,1,21,4,1
1.946,0.26,239.73,8.2,2,0,18,24,9,20
0.156,0.0,242.4,0.6,0,0,0,16,9,0
0.516,0.074,244.29,2.0,0,0,1,6,3,1
2.332,0.254,237.52,10.0,0,33,0,3,6,33
0.992,0.408,244.04,4.4,0,1,0,30,12,1
0.398,0.098,240.2,1.8,0,1,1,25,10,2
0.248,0.0,239.33,1.0,0,0,0,19,10,0
0.374,0.0,242.31,1.6,0,0,1,9,4,1
0.226,0.074,242.33,1.0,0,0,1,15,7,1
5.626,0.19,230.47,24.4,35,36,1,12,10,72
0.322,0.27,242.65,1.6,0,1,0,13,8,1
1.386,0.142,241.91,5.6,0,0,18,21,12,18
3.168,0.1,237.01,13.6,0,1,18,23,9,19
0.256,0.0,243.24,1.0,0,0,0,17,10,0
0.298,0.114,241.04,1.2,0,1,0,3,4,1
1.076,0.224,242.54,4.4,0,1,1,9,7,2
0.18,0.104,240.23,0.8,0,0,0,22,8,0
2.798,0.052,237.0,11.8,1,0,18,29,8,19
0.226,0.0,242.2,0.8,0,0,0,13,10,0
2.852,0.228,244.58,11.6,1,1,18,16,12,20
0.422,0.202,241.24,1.8,0,0,1,29,4,1
1.29,0.078,240.38,5.4,0,0,0,26,3,0
0.428,0.352,243.07,2.2,0,2,1,30,6,3
0.284,0.0,243.71,1.2,0,0,0,7,4,0
1.62,0.212,245.75,6.6,0,1,19,8,5,20
0.302,0.178,244.64,1.4,0,0,1,2,6,1
2.57,0.31,242.28,10.8,0,29,1,17,4,30
0.27,0.0,241.95,1.2,0,0,0,24,10,0
0.158,0.0,236.41,0.6,0,0,0,15,7,0
0.332,0.212,240.19,1.6,0,0,1,5,9,1
0.356,0.112,242.09,1.8,0,1,1,21,9,2
0.342,0.0,244.63,1.4,1,0,0,19,5,1
0.202,0.0,243.17,1.0,0,0,0,27,6,0
0.674,0.138,241.8,2.8,0,0,0,5,2,0
0.248,0.0,240.87,1.0,0,0,0,5,11,0
2.536,0.168,238.52,10.6,0,0,0,4,1,0
1.83,0.184,238.72,7.6,0,2,19,10,10,21
0.082,0.0,241.58,0.2,0,0,0,26,8,0
0.244,0.0,243.35,1.2,0,0,2,3,6,2
1.81,0.346,239.68,7.6,0,0,18,9,6,18
1.556,0.11,245.47,6.2,0,2,19,12,12,21
0.252,0.26,242.25,1.4,0,0,1,11,8,1
0.6,0.106,242.9,2.6,0,0,1,22,8,1
0.326,0.078,243.2,1.4,0,0,1,16,10,1
0.428,0.236,243.64,2.0,0,2,0,7,4,2
1.356,0.41,239.03,6.4,0,0,10,25,6,10
1.326,0.0,238.09,5.4,0,0,18,12,10,18
1.512,0.086,244.1,6.2,0,0,19,28,2,19
4.91,0.238,235.48,20.8,37,35,0,18,3,72
0.26,0.0,243.82,1.0,0,0,1,26,4,1
0.318,0.178,239.84,1.6,0,0,1,12,9,1
3.704,0.276,234.92,15.8,1,0,18,24,10,19
0.148,0.0,238.24,0.6,0,0,1,25,9,1
2.014,0.264,239.93,8.4,1,0,0,19,4,1
1.456,0.0,241.19,6.0,0,0,17,12,3,17
0.362,0.196,238.94,1.6,0,2,0,25,10,2
1.784,0.0,243.43,7.2,1,0,18,8,1,19
0.126,0.0,237.37,0.6,0,0,0,10,5,0
0.312,0.08,244.24,1.2,0,0,0,6,12,0
0.254,0.14,238.46,1.2,0,0,0,26,6,0
2.224,0.344,239.35,9.4,0,1,12,1,9,13
2.296,0.22,240.66,9.6,0,0,26,20,4,26
0.112,0.0,241.97,0.8,0,0,1,18,8,1
1.376,0.0,242.18,5.6,1,0,18,6,2,19
1.412,0.102,239.87,5.8,0,0,18,22,5,18
0.382,0.058,246.22,1.8,0,0,0,8,12,0
3.646,0.078,241.05,15.0,0,36,19,12,5,55
0.154,0.0,240.12,0.6,0,0,1,18,7,1
0.514,0.124,245.07,2.4,0,0,0,5,12,0
0.542,0.11,242.55,2.2,0,0,1,27,2,1
0.678,0.502,241.32,3.4,0,1,0,13,6,1
0.222,0.0,242.82,0.8,0,0,0,12,3,0
0.486,0.42,242.3,2.6,0,1,1,4,8,2
0.318,0.072,241.61,1.4,0,0,0,19,2,0
3.29,0.248,239.84,13.6,1,1,19,15,5,21
0.206,0.052,242.1,0.8,0,0,0,27,10,0
1.39,0.064,244.53,5.6,0,0,0,17,1,0
3.514,0.0,230.09,15.2,0,37,17,3,6,54
0.214,0.066,233.04,1.0,0,0,0,18,9,0
1.506,0.238,243.92,6.2,0,0,18,17,1,18
0.164,0.0,242.65,0.6,0,0,0,1,6,0
2.968,0.192,237.43,12.4,0,0,18,31,10,18
1.534,0.072,236.63,6.6,0,0,17,4,2,17
0.668,0.09,239.15,2.8,0,2,1,12,3,3
0.42,0.09,236.46,1.8,0,0,0,23,2,0
0.292,0.112,239.71,1.4,0,2,0,21,6,2
0.29,0.09,241.26,1.2,0,0,1,7,11,1
3.158,0.464,235.82,13.6,0,22,11,13,4,33
1.786,0.174,238.65,7.6,0,0,18,2,5,18
1.682,0.09,241.37,7.0,0,0,19,9,4,19
0.406,0.082,243.66,1.8,0,0,0,6,3,0
0.29,0.158,240.76,1.4,0,1,0,13,9,1
1.49,0.0,247.19,6.0,0,1,19,2,12,20
2.48,0.0,235.36,10.4,0,0,0,1,1,0
0.316,0.366,239.77,2.0,0,1,1,7,8,2
0.332,0.086,241.39,1.4,0,0,0,5,5,0
0.174,0.0,239.64,0.8,0,0,1,26,7,1
0.482,0.158,242.64,2.0,0,3,0,16,6,3
0.212,0.052,242.47,0.8,0,0,0,26,10,0
0.478,0.276,244.68,2.2,0,0,1,2,9,1
0.264,0.178,240.29,1.4,0,1,0,12,6,1
1.464,0.12,239.79,6.0,0,0,18,24,4,18
1.904,0.242,238.78,8.2,0,24,1,14,10,25
2.392,0.134,238.63,10.0,0,36,0,5,9,36
2.258,0.148,238.33,9.4,0,1,17,11,9,18
0.346,0.104,240.25,1.4,0,1,1,24,7,2
0.738,0.07,242.8,3.0,0,0,0,30,3,0
4.432,0.406,240.7,18.6,0,0,17,23,12,17
1.352,0.05,242.93,5.4,0,0,19,12,2,19
1.348,0.05,238.42,5.6,0,0,18,13,5,18
0.884,0.244,245.3,3.8,0,5,0,25,3,5
3.146,0.094,237.73,13.2,0,0,18,14,10,18
1.566,0.344,241.77,6.6,0,1,18,1,5,19
0.394,0.0,238.33,1.6,0,0,1,10,6,1
0.506,0.09,238.23,2.4,0,0,1,13,5,1
1.342,0.196,241.95,5.6,0,1,18,21,7,19
1.542,0.21,243.25,6.4,0,0,19,27,4,19
1.28,0.278,242.36,5.6,0,0,9,15,6,9
0.57,0.064,243.47,2.4,0,0,1,17,6,1
0.312,0.058,244.79,1.2,0,0,0,20,2,0
1.428,0.082,233.82,7.6,0,23,0,9,5,23
3.124,0.078,242.38,12.8,39,0,0,8,3,39
0.388,0.246,245.53,1.8,0,0,0,18,12,0
0.568,0.048,243.64,2.6,0,0,1,7,5,1
0.386,0.108,243.75,1.6,0,0,0,22,10,0
3.482,0.066,237.45,14.6,38,1,17,20,9,56
0.818,0.138,241.87,3.6,0,0,8,23,4,8
1.348,0.074,241.9,5.6,0,0,18,19,4,18
1.6,0.386,241.67,6.8,0,0,19,27,6,19
0.27,0.0,244.26,1.2,0,0,0,6,1,0
0.434,0.196,243.35,2.0,0,0,2,23,2,2
0.202,0.126,238.19,1.0,0,0,0,29,7,0
0.256,0.0,242.18,1.0,0,0,0,31,1,0
3.46,0.076,231.45,15.2,1,34,16,28,7,51
1.574,0.058,240.31,6.6,0,2,18,9,11,20
0.494,0.24,239.77,2.2,0,0,1,5,6,1
0.15,0.0,240.33,0.6,0,0,1,19,7,1
1.576,0.236,240.11,6.6,0,0,18,7,11,18
1.64,0.0,242.98,6.8,0,1,18,4,4,19
2.336,0.126,240.25,9.8,0,0,0,13,12,0
0.232,0.068,242.02,1.0,0,0,1,13,9,1
0.288,0.202,236.08,1.4,0,0,0,9,5,0
0.16,0.05,241.96,0.8,0,0,1,20,9,1
1.646,0.152,242.52,6.8,0,3,18,19,2,21
0.146,0.0,238.34,0.6,0,0,1,16,6,1
0.422,0.1,240.22,2.0,0,0,0,6,1,0
1.36,0.102,239.86,5.6,0,2,1,2,7,3
0.286,0.14,241.4,1.4,0,2,0,9,1,2
0.214,0.0,247.19,0.8,0,0,0,10,1,0
0.356,0.218,238.51,1.8,0,2,1,11,7,3
1.464,0.208,238.24,6.2,0,0,18,6,5,18
1.336,0.074,240.67,5.4,0,0,19,19,4,19
0.236,0.13,242.13,1.0,0,0,1,17,6,1
0.232,0.106,241.14,1.0,0,0,1,2,10,1
0.236,0.0,240.4,1.0,0,0,1,21,6,1
0.25,0.0,242.37,1.0,0,0,1,4,5,1
1.5,0.0,238.74,6.4,0,0,17,10,11,17
1.368,0.14,242.69,5.6,0,0,1,14,7,1
1.678,0.106,242.85,6.8,0,2,0,10,4,2
0.758,0.398,242.23,3.4,1,0,0,10,5,1
0.424,0.22,242.15,1.8,0,1,1,19,10,2
0.244,0.0,243.29,1.0,0,0,0,22,3,0
0.272,0.11,242.93,1.2,0,0,1,28,8,1
0.628,0.128,242.94,2.6,0,0,0,20,9,0
0.498,0.152,238.94,2.2,0,0,0,9,7,0
0.376,0.134,240.47,1.6,0,1,0,3,9,1
0.678,0.0,241.32,2.8,0,0,1,13,4,1
1.94,0.204,240.88,8.0,0,1,17,19,6,18
1.254,0.09,239.69,5.2,0,1,18,5,9,19
0.194,0.088,236.18,0.8,0,2,0,3,5,2
0.462,0.124,239.81,2.2,0,0,0,15,3,0
0.286,0.104,241.37,1.2,0,0,1,25,8,1
2.652,0.158,239.86,11.0,0,0,18,5,10,18
1.856,0.196,242.37,7.6,0,3,18,8,3,21
0.444,0.118,240.33,2.0,0,0,0,13,4,0
1.64,0.326,239.6,7.0,0,1,18,22,9,19
0.968,0.344,238.96,4.2,0,0,0,17,4,0
0.234,0.0,240.89,1.0,0,0,0,1,10,0
0.26,0.116,242.2,1.2,0,0,0,9,9,0
0.46,0.076,245.01,2.0,0,0,0,10,12,0
1.234,0.092,240.87,5.2,0,0,17,10,6,17
0.322,0.068,240.35,1.4,0,0,0,11,12,0
0.878,0.186,244.75,3.8,0,1,0,26,12,1
0.726,0.194,240.49,3.2,0,2,1,2,6,3
0.182,0.122,242.24,0.8,0,1,0,27,8,1
0.326,0.0,244.06,1.6,0,0,1,19,7,1
0.384,0.222,242.11,1.8,0,1,0,30,9,1
2.154,0.708,235.41,9.8,0,1,17,3,10,18
2.176,0.362,239.8,9.2,1,0,20,26,9,21
1.718,0.0,242.25,7.0,0,0,18,8,2,18
0.636,0.246,244.86,2.8,0,1,1,25,5,2
0.434,0.046,241.95,1.8,0,0,1,28,4,1
0.158,0.0,242.94,0.6,0,0,1,11,8,1
0.28,0.046,244.55,1.2,0,0,0,31,10,0
1.944,0.428,239.34,8.4,1,2,18,6,7,21
0.364,0.208,242.18,1.8,0,0,0,25,8,0
0.242,0.0,245.91,1.0,0,0,1,17,12,1
0.234,0.134,243.53,1.0,0,1,1,28,7,2
0.604,0.232,241.57,2.6,0,1,1,2,9,2
1.908,0.0,233.58,8.0,0,0,17,14,2,17
1.262,0.08,240.16,5.2,0,0,18,1,9,18
0.756,0.0,241.11,3.0,0,0,0,29,10,0
1.422,0.08,244.8,5.8,0,0,19,11,3,19
1.448,0.114,246.51,5.8,0,0,19,21,12,19
1.31,0.062,240.03,5.4,0,1,0,22,1,1
4.092,0.4,238.23,17.2,45,0,12,5,6,57
2.236,0.0,240.57,9.2,0,1,0,21,10,1
0.218,0.0,246.49,0.8,0,0,0,20,3,0
0.588,0.328,239.58,2.8,0,2,0,22,5,2
0.502,0.0,243.42,2.0,1,0,0,6,5,1
1.344,0.0,240.89,5.6,0,0,18,25,1,18
0.778,0.196,240.58,3.4,0,2,1,3,12,3
2.702,0.268,242.94,11.0,0,1,29,4,11,30
1.338,0.074,238.78,5.6,0,1,19,6,10,20
2.522,0.064,237.08,10.6,0,0,17,15,12,17
1.508,0.262,239.42,6.4,0,0,17,18,1,17
0.366,0.178,242.5,1.8,0,1,0,6,1,1
0.238,0.068,243.17,1.0,0,1,0,13,9,1
0.308,0.092,248.09,1.2,0,0,0,30,12,0
0.41,0.374,241.45,2.2,0,2,0,27,8,2
0.246,0.0,240.97,1.0,0,0,1,1,3,1
0.542,0.156,242.28,2.2,0,3,0,4,3,3
0.274,0.0,244.52,1.2,0,0,0,20,3,0
0.268,0.052,242.71,1.2,0,0,0,13,11,0
0.368,0.218,243.8,1.8,0,0,0,3,9,0
2.214,0.0,241.84,9.0,0,0,18,2,12,18
0.332,0.112,245.59,1.4,0,0,0,13,2,0
0.292,0.098,238.72,1.2,0,1,1,28,10,2
1.676,0.272,239.53,7.0,0,0,18,23,1,18
1.936,0.05,236.96,8.0,0,0,29,14,10,29
1.446,0.186,238.27,6.0,0,0,17,27,1,17
0.778,0.244,240.18,3.4,0,1,0,10,6,1
0.392,0.104,242.87,1.6,0,0,1,15,10,1
1.958,0.076,241.35,8.0,0,0,30,25,5,30
1.058,0.084,239.48,4.4,0,0,1,8,5,1
0.288,0.0,234.41,1.2,0,0,0,15,5,0
0.26,0.0,246.37,1.0,0,0,0,27,10,0
1.636,0.062,241.6,6.8,0,0,18,19,6,18
1.408,0.064,242.9,5.8,0,1,18,23,2,19
0.46,0.252,240.55,2.2,0,0,1,19,6,1
0.286,0.102,240.04,1.2,2,0,1,27,6,3
0.158,0.0,243.76,0.6,0,0,0,21,7,0
0.222,0.0,240.68,1.0,0,0,0,21,9,0
0.722,0.204,238.89,3.4,0,0,9,18,8,9
0.704,0.504,241.66,3.6,0,2,1,12,5,3
0.36,0.084,243.46,1.4,0,0,1,27,4,1
2.448,0.226,236.46,10.8,0,14,17,11,10,31
3.66,0.112,241.91,15.0,38,0,19,10,7,57
1.166,0.088,239.39,4.8,0,1,0,12,11,1
0.892,0.27,239.47,3.8,0,0,1,16,4,1
0.444,0.0,246.49,1.8,0,0,1,7,3,1
1.142,0.116,244.01,4.6,0,0,1,8,9,1
0.238,0.126,240.74,1.2,0,0,0,12,6,0
3.556,0.056,236.24,15.0,37,0,18,16,6,55
0.144,0.0,242.25,0.6,0,0,0,10,7,0
0.578,0.0,242.63,2.4,0,0,0,11,11,0
2.958,0.062,247.13,11.8,0,0,20,17,12,20
0.252,0.082,237.5,1.2,0,1,0,24,4,1
3.838,0.22,234.98,16.2,0,0,17,5,12,17
1.248,0.096,232.5,5.4,0,0,17,3,6,17
0.22,0.0,236.33,1.0,0,0,0,29,5,0
2.56,0.084,235.77,10.8,0,0,17,18,12,17
0.36,0.154,243.91,1.6,0,1,0,14,3,1
1.656,0.178,240.93,6.8,0,0,1,5,1,1
2.144,0.064,238.36,9.0,0,0,17,31,1,17
0.29,0.066,243.21,1.2,0,0,0,20,3,0
0.904,0.246,242.26,3.8,0,0,12,14,7,12
0.214,0.108,242.8,1.0,0,1,0,17,9,1
0.222,0.0,243.12,0.8,0,0,1,27,10,1
0.952,0.094,242.49,4.0,0,0,0,1,12,0
0.516,0.046,246.78,2.0,0,0,0,30,12,0
0.384,0.086,241.37,1.6,0,0,1,9,7,1
1.928,0.0,239.06,8.0,0,0,18,28,12,18
3.906,0.196,236.17,16.6,0,0,12,17,7,12
3.05,0.0,238.89,12.8,2,0,17,7,11,19
0.33,0.068,244.81,1.4,0,0,1,2,2,1
1.386,0.09,238.87,5.8,0,0,18,14,5,18
1.646,0.452,237.18,7.2,0,2,1,24,4,3
5.258,0.106,243.23,21.8,39,19,19,24,10,77
1.542,0.188,236.18,6.6,0,0,18,19,9,18
1.442,0.066,230.13,6.4,0,0,21,26,5,21
0.304,0.208,241.88,1.4,0,1,0,15,9,1
6.318,0.084,240.53,26.2,38,39,18,28,1,95
0.354,0.1,245.47,1.4,0,0,0,15,2,0
0.308,0.244,241.93,1.6,0,0,0,22,4,0
0.316,0.08,242.52,1.4,0,0,0,5,10,0
0.246,0.114,240.45,1.0,0,0,0,26,7,0
3.472,0.544,236.35,15.2,17,0,25,14,9,42
2.038,0.114,244.31,8.2,0,0,19,1,3,19
0.26,0.0,243.24,1.0,0,0,0,19,2,0
0.468,0.068,244.27,2.4,0,0,5,5,6,5
1.374,0.16,236.86,5.8,0,1,17,3,6,18
1.46,0.14,241.83,6.0,0,0,19,30,1,19
0.348,0.224,235.86,1.8,0,2,0,13,5,2
1.392,0.0,240.93,5.8,0,0,1,4,5,1
1.57,0.112,239.67,6.6,0,0,0,11,7,0
0.278,0.094,242.15,1.4,0,1,1,25,8,2
1.628,0.196,245.72,6.6,0,0,19,3,2,19
1.724,0.192,236.7,7.4,0,0,18,31,5,18
0.668,0.0,241.01,2.8,0,0,1,16,6,1
0.482,0.268,240.88,2.2,0,0,1,15,7,1
0.434,0.28,243.77,2.0,0,2,1,28,8,3
1.456,0.118,240.55,6.0,1,0,19,21,3,20
1.29,0.0,240.49,5.2,0,0,19,15,9,19
1.396,0.114,238.68,5.8,0,2,17,23,11,19
0.296,0.0,245.65,1.4,0,0,0,21,3,0
0.202,0.13,239.22,1.0,0,0,0,21,8,0
0.524,0.078,237.47,2.2,0,0,0,8,5,0
1.434,0.118,236.34,6.0,0,0,17,20,5,17
0.336,0.0,238.03,1.4,0,0,1,6,5,1
0.214,0.1,240.58,1.0,0,0,0,14,7,0
1.832,0.318,240.66,7.6,0,1,17,22,4,18
1.87,0.096,243.07,7.6,0,0,18,13,2,18
0.16,0.0,242.04,0.6,0,0,1,11,5,1
1.19,0.0,241.15,5.2,0,0,1,24,4,1
0.602,0.054,244.48,2.4,0,0,0,8,1,0
1.266,0.0,241.06,5.2,0,0,18,8,7,18
0.7,0.148,238.85,3.2,0,0,0,30,10,0
1.046,0.322,237.45,4.6,0,1,0,23,2,1
1.218,0.0,233.21,5.2,0,1,17,7,5,18
1.282,0.062,242.08,5.2,0,0,18,18,2,18
3.294,0.046,238.1,13.8,0,0,17,7,4,17
0.384,0.19,239.69,1.8,0,1,0,5,10,1
0.232,0.096,238.02,1.2,0,0,0,7,5,0
0.334,0.202,238.14,1.8,0,1,1,26,5,2
2.154,0.166,242.69,8.8,0,2,19,21,1,21
1.178,0.06,242.03,5.2,1,0,1,26,6,2
0.264,0.122,242.73,1.2,0,0,0,15,5,0
0.35,0.068,246.91,1.4,0,0,0,6,1,0
0.382,0.222,237.34,1.8,0,1,1,23,6,2
2.558,0.144,243.54,10.6,0,0,19,24,11,19
0.418,0.29,247.77,2.0,0,1,0,10,11,1
1.702,0.052,240.01,7.0,0,0,18,7,7,18
0.314,0.08,240.76,1.4,0,0,0,8,10,0
1.238,0.134,233.82,5.2,0,0,17,10,8,17
0.388,0.1,243.94,1.6,0,0,0,19,5,0
0.422,0.226,238.35,2.0,0,1,0,17,5,1
1.878,0.322,245.06,7.8,1,1,19,25,3,21
0.272,0.0,243.08,1.2,0,0,0,2,3,0
2.65,0.25,241.14,11.0,0,2,0,1,1,2
0.256,0.27,240.0,1.4,0,2,0,14,8,2
0.972,0.256,240.4,4.2,2,0,1,7,11,3
0.276,0.0,243.86,1.2,0,0,1,17,3,1
1.304,0.12,241.76,5.4,0,0,19,23,7,19
0.936,0.24,241.25,4.0,0,0,11,25,10,11
1.744,0.132,242.88,7.2,0,0,18,3,2,18
2.756,0.188,234.22,11.8,0,0,17,23,2,17
0.516,0.192,240.64,2.2,0,0,0,7,10,0
1.414,0.0,241.47,5.8,0,1,19,21,2,20
0.262,0.0,245.85,1.0,0,0,1,23,10,1
0.362,0.19,241.54,1.6,0,1,0,18,2,1
0.968,0.104,241.73,4.0,2,1,1,24,6,4
2.582,0.114,241.86,10.6,38,0,0,26,6,38
1.736,0.124,240.42,7.2,0,0,0,2,1,0
0.77,0.24,236.12,3.4,0,0,0,20,5,0
0.298,0.11,244.33,1.2,1,0,1,3,7,2
0.428,0.222,239.24,2.0,0,1,0,6,10,1
0.322,0.0,248.38,1.2,0,0,1,11,1,1
3.112,0.096,236.12,13.4,0,31,1,12,10,32
2.108,0.398,237.21,9.0,1,0,29,7,6,30
0.216,0.0,238.41,1.0,0,0,0,30,9,0
0.344,0.092,240.44,1.4,0,0,0,18,10,0
3.936,0.354,237.14,16.8,8,0,18,22,11,26
0.492,0.088,237.3,2.0,0,0,0,6,5,0
0.42,0.21,243.81,1.8,0,2,0,21,4,2
0.654,0.104,236.52,3.0,0,0,0,27,7,0
1.508,0.16,242.08,6.2,0,0,19,29,9,19
1.788,0.07,242.36,7.4,0,2,18,22,12,20
0.338,0.124,247.27,1.4,0,1,1,15,10,2
0.282,0.248,241.56,1.4,0,0,0,21,8,0
0.38,0.166,239.38,1.6,0,2,0,1,10,2
1.542,0.072,241.56,6.4,0,0,0,1,12,0
0.538,0.08,243.88,2.2,0,0,1,9,9,1
0.438,0.212,248.48,2.0,0,0,1,26,10,1
0.662,0.126,242.15,2.8,0,0,1,2,5,1
1.25,0.0,238.51,5.2,0,0,18,30,10,18
5.266,0.268,233.54,22.4,57,0,0,11,10,57
0.342,0.054,233.24,1.6,0,0,0,15,5,0
0.35,0.106,241.21,1.4,0,0,1,19,5,1
1.294,0.0,242.3,5.4,0,0,18,26,8,18
0.698,0.362,241.13,3.2,0,0,0,22,12,0
0.324,0.092,241.12,1.4,0,1,0,12,2,1
1.584,0.076,238.12,6.8,1,0,17,20,11,18
1.458,0.2,236.44,6.2,0,2,18,6,10,20
1.346,0.062,240.32,5.6,0,1,18,9,9,19
0.278,0.11,241.93,1.2,0,0,1,29,8,1
0.162,0.0,243.84,0.8,0,0,0,4,7,0
0.502,0.28,242.01,2.4,0,0,1,23,8,1
1.458,0.09,238.88,6.0,0,0,18,7,11,18
1.426,0.106,241.78,5.8,0,0,18,6,9,18
0.606,0.12,241.69,2.6,0,0,0,11,9,0
2.118,0.104,234.37,9.0,0,0,16,29,5,16
0.33,0.252,243.36,1.6,0,1,1,8,8,2
1.348,0.0,237.85,5.6,1,0,18,3,10,19
2.358,0.29,245.51,9.6,0,0,19,9,1,19
0.324,0.218,239.87,1.6,0,0,1,4,8,1
0.396,0.35,242.67,2.2,0,2,1,27,9,3
2.882,0.314,240.36,12.8,24,0,18,20,9,42
0.304,0.082,244.09,1.2,0,0,0,11,3,0
1.41,0.046,241.99,5.8,0,0,19,18,5,19
0.492,0.322,240.77,2.4,0,1,0,18,5,1
0.246,0.0,247.14,1.0,0,0,1,22,1,1
0.252,0.048,240.72,1.2,0,0,0,15,5,0
0.728,0.0,240.74,3.0,0,0,0,19,6,0
1.46,0.282,242.87,6.0,0,1,18,11,9,19
2.406,0.24,237.46,11.0,15,0,17,2,4,32
0.368,0.136,242.55,1.6,0,2,0,17,3,2
0.296,0.0,240.14,1.4,0,0,0,28,3,0
2.662,0.234,238.27,12.0,17,1,0,15,1,18
0.694,0.092,241.41,2.8,0,1,1,20,4,2
0.35,0.088,245.85,1.4,0,0,1,18,2,1
1.012,0.064,236.73,4.2,0,0,1,16,10,1
0.342,0.274,242.35,1.8,0,1,0,20,7,1
0.256,0.0,241.38,1.0,0,0,0,8,4,0
0.246,0.0,243.65,1.2,0,0,0,21,2,0
0.396,0.066,240.72,1.8,0,1,0,18,7,1
0.342,0.124,241.6,1.6,0,0,1,21,9,1
0.33,0.078,240.68,1.4,0,0,1,9,10,1
0.892,0.222,240.28,3.8,0,1,0,9,5,1
0.25,0.098,241.61,1.2,0,0,1,22,6,1
1.68,0.052,238.56,7.0,0,1,19,2,6,20
1.184,0.0,237.95,4.8,0,0,18,8,7,18
0.23,0.0,237.76,1.0,0,0,0,25,5,0
0.212,0.126,242.64,1.0,0,2,1,3,8,3
6.296,0.29,235.4,26.8,0,73,17,11,2,90
1.59,0.356,244.32,6.6,0,2,19,12,12,21
0.176,0.0,240.63,0.8,0,1,1,25,9,2
0.238,0.0,238.58,1.2,0,0,0,8,6,0
0.356,0.094,245.14,1.4,0,0,1,12,2,1
0.496,0.096,244.97,2.2,0,1,0,12,9,1
0.282,0.054,244.66,1.2,0,0,1,20,10,1
0.406,0.046,243.15,2.0,0,0,0,12,1,0
1.68,0.046,238.59,7.0,0,1,18,24,11,19
0.398,0.246,242.09,1.8,0,1,0,1,2,1
0.266,0.0,243.79,1.2,0,0,0,16,1,0
0.244,0.11,242.17,1.0,0,0,1,23,6,1
2.208,0.138,233.83,9.4,0,0,17,16,2,17
1.802,0.066,237.63,7.6,0,2,18,10,6,20
1.392,0.192,237.28,5.8,0,1,18,15,9,19
1.76,0.06,236.53,7.4,0,0,18,14,4,18
2.134,0.074,238.95,8.8,1,0,18,29,10,19
0.422,0.208,242.43,1.8,0,1,0,17,4,1
1.396,0.046,242.95,5.6,0,0,18,3,2,18
2.464,0.076,233.78,10.4,36,0,0,15,2,36
1.252,0.0,239.12,5.2,0,0,19,6,6,19
2.71,0.296,236.47,11.4,1,0,17,11,11,18
1.908,0.282,238.35,8.0,1,2,0,25,5,3
0.166,0.0,243.97,0.6,0,0,0,19,5,0
0.478,0.322,241.1,2.4,0,1,0,20,3,1
0.322,0.12,246.92,1.4,0,2,0,10,1,2
4.002,0.0,234.95,17.0,0,0,17,16,2,17
0.208,0.056,241.95,0.8,0,0,0,4,10,0
0.254,0.132,240.78,1.2,0,0,1,24,5,1
0.21,0.11,242.36,1.0,0,0,0,19,9,0
2.478,0.0,230.1,10.6,0,0,16,4,6,16
0.996,0.442,240.36,4.4,0,1,11,22,7,12
1.578,0.572,238.18,7.0,0,1,12,23,5,13
9.652,0.758,227.27,42.6,70,0,16,26,1,86
0.818,0.052,241.16,3.6,0,0,6,20,5,6
0.42,0.222,244.66,1.8,0,0,0,1,4,0
1.53,0.216,240.65,6.4,0,0,19,13,9,19
1.298,0.0,241.97,5.2,0,0,18,11,4,18
1.278,0.0,231.76,5.4,0,0,17,21,5,17
4.052,0.0,238.48,17.2,0,0,17,4,4,17
0.378,0.236,236.21,1.8,0,1,0,14,5,1
0.128,0.0,240.53,0.6,0,1,0,23,8,1
0.334,0.114,244.95,1.4,0,0,0,24,5,0
1.362,0.0,239.4,5.6,0,0,19,14,4,19
1.664,0.088,246.53,6.8,0,0,18,20,12,18
1.484,0.068,244.31,6.0,0,0,18,5,1,18
2.84,0.25,243.15,11.6,0,0,19,6,5,19
0.226,0.0,241.38,1.0,0,0,0,17,10,0
0.278,0.228,238.29,1.4,0,0,0,13,8,0
1.648,0.148,239.27,6.8,1,0,1,15,3,2
2.806,0.186,233.47,12.2,0,24,17,5,5,41
0.328,0.078,242.08,1.4,0,0,0,19,5,0
0.838,0.0,237.94,3.6,0,0,1,14,9,1
0.312,0.094,242.02,1.4,0,0,0,10,10,0
0.388,0.126,244.2,1.6,0,0,1,10,10,1
0.264,0.05,243.1,1.2,0,0,0,22,1,0
2.62,0.134,239.49,10.8,0,38,1,19,10,39
2.39,0.292,238.32,10.0,0,2,18,11,9,20
0.248,0.112,243.33,1.0,0,2,0,23,7,2
0.218,0.0,244.1,1.0,0,0,0,16,1,0
3.4,0.106,239.65,14.2,0,1,0,18,2,1
1.242,0.144,240.51,5.2,0,0,0,12,3,0
0.156,0.12,239.42,0.8,0,0,1,20,8,1
2.044,0.286,242.01,8.4,0,0,29,15,4,29
1.204,0.0,238.67,5.0,0,0,18,31,7,18
0.422,0.062,238.77,2.0,0,0,0,2,11,0
0.202,0.066,239.17,0.8,0,0,0,31,10,0
1.514,0.152,238.49,6.4,0,0,18,17,2,18
2.94,0.0,239.41,13.4,0,1,18,6,1,19
0.23,0.0,241.3,1.0,0,0,1,23,5,1
0.086,0.0,247.05,0.2,0,0,1,23,8,1
0.842,0.244,244.56,3.6,0,2,0,28,1,2
